Data/Hora,Obs Fiscal,Status,Logradouro,Número,Bairro,Cidade,UF,CEP,Data Agenda,Data Execução,Nome,Concessionária,Tipo da Demanda,Prazo,Zona
2022-04-02 08:00:00,"(44558) REMOÇÃO DE RESTO DE PODA DE ÁRVORE Rua Doutor Rodrigo Codes Sandoval 241 A, Mondubim CEP 60711455",Finalizada,Doutor Rodrigo Codes Sandoval,241,Mondubim,Fortaleza,,60711455.0,,07/02/2022 00:00,Rochele Felix de Freitas (SER X),Ecofor,Coleta de Poda,Excedido o Prazo,SER 10
2022-04-02 08:16:00,(44553) lixo espalhados,Finalizada,Monsenhor Hélio Campos,314,Cristo Redentor,Fortaleza,,60336800.0,,09/02/2022 00:00,Alexandra Mesquita Joca (SER I),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 1
2022-04-02 09:20:00,"(44554) REMOÇÃO DE ENTULHO NA , R. Bias Mendes, 1484 - Bonsucesso, Fortaleza - CE, 60541-724 PROX A MISS LU MODAS",Finalizada,Bias Mendes,1484,Bonsucesso,Fortaleza,,60541724.0,,07/02/2022 00:00,Carlos Alberto de Sousa Almeida (SER V),Ecofor,Coleta de Entulho (de forma manual),Excedido o Prazo,SER 5
2022-04-02 09:21:00,"(44555) Remover lixo na R. Luciano Magalhães - Fátima - Fortaleza - CE 60415-150 OBS: O lixo está localizado no Parque Parreão, bem no estacionamento.",Finalizada,Luciano Magalhães,23,Fátima,Fortaleza,,60415150.0,,07/02/2022 00:00,Maria Nicole dos Santos Sousa (Acfor),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 4
2022-04-02 09:44:00,(44557) REMOÇÃO DE ENTULHO NA RUA MIRTES CORDEIRO 1090 BAIRRO: BOM JARDIM CEP:60543-464 PROX A ASSEMBLEIA DE DEUS NOVA VISÃO,Finalizada,Mirtes Cordeiro,1090,Bom Jardim,Fortaleza,,60543464.0,,07/02/2022 00:00,Carlos Alberto de Sousa Almeida (SER V),Ecofor,Coleta de Entulho (de forma manual),Excedido o Prazo,SER 5
2022-04-02 10:35:00,"(44559) Árvore caída e ja cortada na Rua Gastão Justa, 215 - Maraponga, Na Calçada do Posto de Saúde Pedro Celestina",Finalizada,Gastão Justa,215,Jardim Cearense,Fortaleza,,60712120.0,,09/02/2022 00:00,José Raphael Martins Cardoso (URBFOR),Ecofor,Coleta de Poda,Excedido o Prazo,SER 10
2022-04-02 10:36:00,(44560) Árvore caída e ja cortada na Rua Melo de Oliveira 991 praça do João xxiii em frente a caixa econômica,Finalizada,Melo Oliveira,991,Jóquei Clube,Fortaleza,,60520315.0,,09/02/2022 00:00,José Raphael Martins Cardoso (URBFOR),Ecofor,Coleta de Poda,Excedido o Prazo,SER 11
2022-04-02 10:56:00,"(44561) SOLICITO A LIMPEZA NA RUA VALERIA ENFRENTE AO N° 840, NO BAIRRO BARROSO.",Finalizada,Valéria,8340,Barroso,Fortaleza,,60862820.0,,10/02/2022 00:00,Ana Nadia da Silva Passos Monteiro (SER IV),Ecofor,Coleta de Entulho (de forma manual),Excedido o Prazo,SER 9
2022-04-02 11:09:00,"(44562) USUARIO RECLAMA DO NAO ATENDIMENTO DO PROCESSO N: 2022010700866, 2021110600013 E 2021111700893. REFERENTE A SOLICITACAO DE LIMPEZA DE PONTO DE LIXO, REGISTRADO EM: 07/01/2022, ONDE NAO CONSTA NENHUMA RESPOSTA EM SISTEMA E NADA FOI FEITO. CAUSANDO TRANSTORNOS A POPULACAO E PEDE PROVIDENCIAS.",Finalizada,BR-116,5846,Aerolândia,Fortaleza,,60850015.0,,11/02/2022 00:00,Mara Jessyka Bulcão Pires (SEGER),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 6
2022-04-02 11:13:00,"(44563) USUARIO RECLAMA DO NAO ATENDIMENTO DOS PROCESSOS 2021111600479 ABERTO DIA 16/11/2021, 2021121600085 ABERTO DIA 16/12/2021 E 2022012800872 ABERTO DIA 28/01/2022, REFERENTE A LIMPEZA DE UM PONTO DE LIXO E ENTULHO. RELATA QUE ATE O MOMENTO NADA FOI RESOLVIDO E A SITUACAO SE AGRAVA A CADA DIA, PREJUDICANDO OS MORADORES PRINCIPALMENTE NO PERIODO CHUVOSO. SOLICITA PROVIDENCIAS. OBS: JA HAVIA ABERTO O PROCESSO 2021120700606 DE RECLAMACAO DIA 07/12/2021, ONDE A CGM INFORMOU QUE FOI REPASSADO AO SETOR RESPONSAVEL E O PRAZO DO RECOLHIMENTO SERIA EM ATE 5 DIAS UTEIS, CASO NAO FOSSE RESOLVIDO TERIA DE SER ABERTA A NOVA SOLICITACAO, SENDO QUE JA SE PASSARAM MESES, O ENTULHO NAO FOI RECOLHIDO E O USUARIO ESTA CHATEADO DE LIGAR CONSTANTEMENTE PARA SOLICITAR.",Finalizada,Botânica,1162,Sabiaguaba,Fortaleza,,60836130.0,,07/04/2022 00:00,Mara Jessyka Bulcão Pires (SEGER),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 7
2022-04-02 11:24:00,(44564) entulho,Finalizada,Doutor Alfredo Weyne,286,Álvaro Weyne,Fortaleza,,60336030.0,,09/02/2022 00:00,Alexandra Mesquita Joca (SER I),Ecofor,Coleta de Entulho (de forma manual),Excedido o Prazo,SER 1
2022-04-02 11:53:00,"(44565) remoção de poda na , R. Mateus Lemos, 1324 - Granja Portugal Fortaleza - CE 60540-805",Finalizada,Mateus Lemos,1324,Granja Portugal,Fortaleza,,60540805.0,,06/02/2022 00:00,Carlos Alberto de Sousa Almeida (SER V),Ecofor,Coleta de Poda,Excedido o Prazo,SER 5
2022-04-02 12:30:00,(44566) calcada do muro da ufc muita poda de frente n 84,Finalizada,Juvenal Galeno,84,Benfica,Fortaleza,,60015340.0,,14/02/2022 00:00,Ediel Souza do Nascimento (SER IV),Ecofor,Coleta de Poda,Excedido o Prazo,SER 4
2022-04-02 15:20:00,"(44567) REMOÇÃO DE ENTULHO EM VIAS PÚBLICAS NA R. Osvaldo Aranha, 160 - Parangaba, Fortaleza - CE, 60720-840",Finalizada,Osvaldo Aranha,160,Parangaba,Fortaleza,,60720840.0,,07/02/2022 00:00,Carlos Alberto de Sousa Almeida (SER V),Ecofor,Coleta de Entulho (de forma manual),Excedido o Prazo,SER 4
2022-04-02 15:20:00,"(44568) Árvore caída e ja cortada na Rua Martinho Rodrigues 1201 Atrás da Rodoviária, no Parque Parreão.",Finalizada,Martinho Rodrigues,1201,Fátima,Fortaleza,,60411280.0,,08/02/2022 00:00,José Raphael Martins Cardoso (URBFOR),Ecofor,Coleta de Poda,Excedido o Prazo,SER 4
2022-04-02 16:05:00,(44569) BAIRRO: JOÃO XXIII,Finalizada,Monsenhor Vicente Martins,1778,João XXIII,Fortaleza,,60525564.0,,10/02/2022 00:00,Francisco Eugênio Sales Januário (SER XI),Ecofor,Coleta de Entulho (de forma manual),Excedido o Prazo,SER 11
2022-04-02 16:35:00,(44570) REMOÇÃO DE RESTO DE MATERIAL DE CONSTRUÇÃO NA Local Sujo Rua Jacompenba 55 Aracape protocolo 2022020401044 CEP 60765000,Finalizada,Jacopemba,55,Aracapé,Fortaleza,,60765000.0,,08/02/2022 00:00,Rochele Felix de Freitas (SER X),Ecofor,Coleta de Entulho (de forma manual),Excedido o Prazo,SER 10
2022-04-02 18:47:00,(44571) BAIRRO: PAN AMERICANO,Finalizada,Mato Grosso,280,Pan Americano,Fortaleza,,60440825.0,,08/02/2022 00:00,Francisco Eugênio Sales Januário (SER XI),Ecofor,Coleta de Entulho (de forma manual),Excedido o Prazo,SER 11
2022-03-03 07:36:00,"(45401) Remoção de resto de material de construção na Av, Oscar Araripe 2655. Granja Lisboa",Finalizada,Oscar Araripe,2655,Granja Lisboa,Fortaleza,,60540445.0,,11/03/2022 00:00,Euza Maria Goes Nunes (SCSP),Ecofor,Coleta de Entulho (de forma manual),Excedido o Prazo,SER 5
2022-03-03 08:45:00,(45402) BAIRRO: DEMÓCRITO ROCHA ESQUINA COM ALAGOAS,Finalizada,Rodrigues de Andrade,0,Demócrito Rocha,Fortaleza,,60440080.0,,09/03/2022 00:00,Francisco Eugênio Sales Januário (SER XI),Ecofor,Coleta de Entulho (de forma manual),Excedido o Prazo,SER 11
2022-03-03 09:07:00,(45403) Coleta de lixo em área pública,Finalizada,Adolfo Sales,75,Vila Velha,Fortaleza,,60347325.0,,08/03/2022 00:00,Alexandra Mesquita Joca (SER I),Ecofor,Coleta de Entulho (de forma manual),Excedido o Prazo,SER 1
2022-03-03 09:20:00,(45406) Popular informa que prefeitura fez a obra do viaduto da Aerolândia e deixo um barranque de aterro que esta causando transtorno e o aterro está intupindo a bola de lobo do local e está prejudicando o escoamento da água.,Não Executadar,BR-116,335,Aerolândia,Fortaleza,Ceará,60714222.0,,,Tiago Douglas Feitosa dos Santos (SER VI),CEPREL/SEGER,Coleta Mecanizada (Grandes volumes),Excedido o Prazo,SER 6
2022-03-03 09:24:00,"(45404) LOCAL VISTORIADO, PRECISANDO DE LIMPEZA URGENTE.",Finalizada,O,850,Prefeito José Walter,Fortaleza,,60751510.0,,08/03/2022 00:00,Jeane de Oliveira Magalhães (SER VIII),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 8
2022-03-03 09:27:00,"(45405) LOCAL VISTORIADO, PRECISANDO DE LIMPEZA URGENTE.",Finalizada,D,244,Prefeito José Walter,Fortaleza,,60750030.0,,04/03/2022 00:00,Jeane de Oliveira Magalhães (SER VIII),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 8
2022-03-03 09:42:00,"(45407) LOCAL VISTORIADO, PRECISANDO DE LIMPEZA URGENTE.",Finalizada,D,244,Prefeito José Walter,Fortaleza,,60750030.0,,04/03/2022 00:00,Jeane de Oliveira Magalhães (SER VIII),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 8
2022-03-03 09:43:00,"(45408) LOCAL VISTORIADO, PRECISANDO DE LIMPEZA URGENTE.",Finalizada,N,300,Prefeito José Walter,Fortaleza,,60751500.0,,08/03/2022 00:00,Jeane de Oliveira Magalhães (SER VIII),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 8
2022-03-03 09:44:00,"(45409) LOCAL VISTORIADO, PRECISANDO DE LIMPEZA URGENTE.",Finalizada,C,600,Prefeito José Walter,Fortaleza,,60750020.0,,05/03/2022 00:00,Jeane de Oliveira Magalhães (SER VIII),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 8
2022-03-03 09:44:00,"(45410) LOCAL VISTORIADO, PRECISANDO DE LIMPEZA URGENTE.",Finalizada,H,480,Prefeito José Walter,Fortaleza,,60751290.0,,05/03/2022 00:00,Jeane de Oliveira Magalhães (SER VIII),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 8
2022-03-03 09:45:00,"(45411) LOCAL VISTORIADO, PRECISANDO DE LIMPEZA URGENTE.",Finalizada,D,244,Prefeito José Walter,Fortaleza,,60750030.0,,04/03/2022 00:00,Jeane de Oliveira Magalhães (SER VIII),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 8
2022-03-03 09:46:00,"(45412) LOCAL VISTORIADO, PRECISANDO DE LIMPEZA URGENTE.",Finalizada,dos Paroaras,32,Passaré,Fortaleza,,60744040.0,,04/03/2022 00:00,Jeane de Oliveira Magalhães (SER VIII),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 8
2022-03-03 09:47:00,"(45413) LOCAL VISTORIADO, PRECISANDO DE LIMPEZA URGENTE.",Finalizada,dos Paroaras,31,Passaré,Fortaleza,,60744040.0,,04/03/2022 00:00,Jeane de Oliveira Magalhães (SER VIII),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 8
2022-03-03 09:50:00,"(45414) LOCAL VISTORIADO, PRECISANDO DE LIMPEZA URGENTE.",Finalizada,Pompílio Gomes,380,Passaré,Fortaleza,,60861790.0,,05/03/2022 00:00,Jeane de Oliveira Magalhães (SER VIII),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 8
2022-03-03 09:51:00,"(45415) LOCAL VISTORIADO, PRECISANDO DE LIMPEZA URGENTE.",Finalizada,das Carnaúbas,570,Passaré,Fortaleza,,60743780.0,,05/03/2022 00:00,Jeane de Oliveira Magalhães (SER VIII),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 8
2022-03-03 09:57:00,"(45416) LOCAL VISTORIADO, PRECISANDO DE LIMPEZA URGENTE.",Finalizada,Heróis do Acre,1150,Passaré,Fortaleza,,60743760.0,,05/03/2022 00:00,Jeane de Oliveira Magalhães (SER VIII),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 8
2022-03-03 09:58:00,"(45417) LOCAL VISTORIADO, PRECISANDO DE LIMPEZA URGENTE.",Finalizada,Duarte Pimentel,12,Serrinha,Fortaleza,,60742155.0,,04/03/2022 00:00,Jeane de Oliveira Magalhães (SER VIII),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 8
2022-03-03 09:59:00,"(45418) LOCAL VISTORIADO, PRECISANDO DE LIMPEZA URGENTE.",Finalizada,Doutor Silas Munguba,4300,Itaperi,Fortaleza,,60714502.0,,07/03/2022 00:00,Jeane de Oliveira Magalhães (SER VIII),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 8
2022-03-03 10:00:00,"(45419) LOCAL VISTORIADO, PRECISANDO DE LIMPEZA URGENTE.",Finalizada,2,256,Itaperi,Fortaleza,,60743220.0,,16/03/2022 00:00,Jeane de Oliveira Magalhães (SER VIII),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 8
2022-03-03 10:00:00,"(45420) LOCAL VISTORIADO, PRECISANDO DE LIMPEZA URGENTE.",Finalizada,Mal-Me-Quer,597,Itaperi,Fortaleza,,60714500.0,,05/03/2022 00:00,Jeane de Oliveira Magalhães (SER VIII),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 8
2022-03-03 10:00:00,(45462) para análise e providências. retirada de galhos em frente ao nº 1024 e nº 988,Finalizada,do Pereiro,1024,Jangurussu,Fortaleza,,60865300.0,,14/04/2022 00:00,Mauro Raniere David Albuquerque Oliveira (SER IX),Ecofor,Coleta de Poda,Excedido o Prazo,SER 9
2022-03-03 10:01:00,"(45421) LOCAL VISTORIADO, PRECISANDO DE LIMPEZA URGENTE.",Finalizada,Paisagistica,80,Itaperi,Fortaleza,,60743065.0,,11/03/2022 00:00,Jeane de Oliveira Magalhães (SER VIII),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 8
2022-03-03 10:02:00,"(45422) LOCAL VISTORIADO, PRECISANDO DE LIMPEZA URGENTE.",Finalizada,Capricho,588,Dias Macedo,Fortaleza,,60860450.0,,08/03/2022 00:00,Jeane de Oliveira Magalhães (SER VIII),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 8
2022-03-03 10:03:00,"(45423) LOCAL VISTORIADO, PRECISANDO DE LIMPEZA URGENTE.",Finalizada,9,100,Parque Dois Irmãos,Fortaleza,,60761330.0,,17/03/2022 00:00,Jeane de Oliveira Magalhães (SER VIII),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 8
2022-03-03 10:04:00,"(45424) LOCAL VISTORIADO, PRECISANDO DE LIMPEZA URGENTE.",Finalizada,Gaspar Dutra,2017,Planalto Ayrton Senna,Fortaleza,,60760685.0,,05/03/2022 00:00,Jeane de Oliveira Magalhães (SER VIII),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 8
2022-03-03 10:05:00,"(45425) LOCAL VISTORIADO, PRECISANDO DE LIMPEZA URGENTE.",Finalizada,José Lucas,750,Planalto Ayrton Senna,Fortaleza,,60760305.0,,18/03/2022 00:00,Jeane de Oliveira Magalhães (SER VIII),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 8
2022-03-03 10:11:00,"(45426) Rua Antônio Barbosa, 1408, Planalto Ayrton Sena",Finalizada,Antônio Barbosa,1408,Planalto Ayrton Senna,Fortaleza,,60760415.0,,12/03/2022 00:00,Euza Maria Goes Nunes (SCSP),Ecofor,Coleta de Poda,Excedido o Prazo,SER 8
2022-03-03 10:15:00,"(45427) Ponto de lixo não cadastrado muito volume de galhos, lixo domiciliar, móveis e outros. Remoção com urgência.",Finalizada,Travessa Laerte Reis,115,Messejana,Fortaleza,Ceará,60824160.0,,22/04/2022 00:00,Tiago Douglas Feitosa dos Santos (SER VI),Ecofor,Coleta Mecanizada (Grandes volumes),Excedido o Prazo,SER 6
2022-03-03 10:30:00,"(45428) USUARIO RECLAMA DO NAO ATENDIMENTO DO PROCESSO N: 2022020700541, REFERENTE A: LIMPEZA DE PONTO DE LIXO, REGISTRADO EM: 02/07/2022 AS 11:04. RELATA QUE NO LOCAL POSSUI UMA GRANDE QUANTIDADE DE LIXO QUE PRECISA SER RECOLHIDO O MAIS BREVE POSSIVEL. SALIENTA QUE OS MORADORES DO ENTORNO ESTAO CORRENDO RISCOS DE SAUDE POR ESTAR PROXIMO DE UM SISTEMA DE ABASTECIMENTO DE AGUA. PEDE PROVIDENCIA.",Finalizada,F,0,Jangurussu,Fortaleza,,60870652.0,,05/05/2022 00:00,Mara Jessyka Bulcão Pires (SEGER),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 9
2022-03-03 10:30:00,(45463) para análise e providências. retirada de ponto de lixo.,Finalizada,Jaborandi,720,Jangurussu,Fortaleza,,60865270.0,,14/04/2022 00:00,Mauro Raniere David Albuquerque Oliveira (SER IX),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 9
2022-03-03 11:19:00,(45436) Retirada de Poda,Finalizada,Nelson Machado,882,Amadeu Furtado,Fortaleza,,60455580.0,,07/03/2022 00:00,Antônia Dayane Monteiro Feitosa (SER III),Ecofor,Coleta de Poda,Excedido o Prazo,SER 3
2022-03-03 11:25:00,"(45429) A equipe de Infraestrutura e Conservação e esteve no local indicado e identificou o acúmulo de lixo, solicitamos a remoção e estudo posterior para eliminação desse ponto via ECOFOR. Ponto de Lixo recorrente.",Finalizada,Monsenhor Salazar,603,São João do Tauape,Fortaleza,,60130370.0,,17/03/2022 00:00,Anna Karolyne Xavier Siqueira de Oliveira (SER II),Ecofor,Coleta de Entulho (de forma manual),Excedido o Prazo,SER 2
2022-03-03 11:26:00,"(45430) A equipe de Infraestrutura e Conservação e esteve no local indicado e identificou resto de poda, solicitamos a remoção.",Finalizada,Tibúrcio Cavalcanti,3290,São João do Tauape,Fortaleza,,60120305.0,,17/03/2022 00:00,Anna Karolyne Xavier Siqueira de Oliveira (SER II),Ecofor,Coleta de Poda,Excedido o Prazo,SER 2
2022-03-03 11:28:00,"(45431) A equipe de Infraestrutura e Conservação e esteve no local indicado e identificou o acúmulo de lixo, solicitamos a remoção. Esquina com Av Raul Barbosa.",Finalizada,Cruz Abreu,1275,São João do Tauape,Fortaleza,,60130440.0,,17/03/2022 00:00,Anna Karolyne Xavier Siqueira de Oliveira (SER II),Ecofor,Coleta de Entulho (de forma manual),Excedido o Prazo,SER 2
2022-03-03 11:35:00,"(45432) A equipe de Infraestrutura e Conservação e esteve no local indicado e identificou o acúmulo de entulho, solicitamos a remoção.",Finalizada,Desembargador Leite Albuquerque,1549,Aldeota,Fortaleza,,60150150.0,,07/03/2022 00:00,Anna Karolyne Xavier Siqueira de Oliveira (SER II),Ecofor,Coleta de Entulho (de forma manual),Excedido o Prazo,SER 2
2022-03-03 11:37:00,"(45433) A equipe de Infraestrutura e Conservação e esteve no local indicado e identificou o acúmulo de lixo, entulho e resto de poda, solicitamos a remoção e estudo posterior para eliminação desse ponto via ECOFOR. Ponto de Lixo recorrente.",Finalizada,Eduardo Garcia,472,Aldeota,Fortaleza,,60150100.0,,07/03/2022 00:00,Anna Karolyne Xavier Siqueira de Oliveira (SER II),Ecofor,Coleta de Volumoso,Excedido o Prazo,SER 2
2022-03-03 11:39:00,"(45434) A equipe de Infraestrutura e Conservação e esteve no local indicado e identificou resto de poda de árvores e lixo, solicitamos a remoção.",Finalizada,Marcos Macêdo,935,Aldeota,Fortaleza,,60150190.0,,07/03/2022 00:00,Anna Karolyne Xavier Siqueira de Oliveira (SER II),Ecofor,Coleta de Poda,Excedido o Prazo,SER 2
2022-03-03 11:43:00,(45437) Retirada de Entulho,Finalizada,Pastor Samuel Munguba,553,Rodolfo Teófilo,Fortaleza,,60430375.0,,08/03/2022 00:00,Antônia Dayane Monteiro Feitosa (SER III),Ecofor,Coleta de Entulho (de forma manual),Excedido o Prazo,SER 3
2022-03-03 11:44:00,(45438) Retirada de Lixo,Finalizada,David Pascoal,35,Farias Brito,Fortaleza,,60010741.0,,08/03/2022 00:00,Antônia Dayane Monteiro Feitosa (SER III),Ecofor,Coleta de Entulho (de forma manual),Excedido o Prazo,SER 3
2022-03-03 11:45:00,"(45435) A equipe de Infraestrutura e Conservação e esteve no local indicado e identificou resto de poda no canteiro central da avenida, solicitamos a remoção urgente.",Finalizada,Padre Antônio Tomás,847,Cocó,Fortaleza,,60192120.0,,07/03/2022 00:00,Anna Karolyne Xavier Siqueira de Oliveira (SER II),Ecofor,Coleta de Poda,Excedido o Prazo,SER 7
2022-03-03 11:49:00,"(45439) A equipe de Infraestrutura e Conservação e esteve no local indicado e identificou o acúmulo de entulho, poda de árvores e lixo, solicitamos a remoção e estudo posterior para eliminação desse ponto via ECOFOR. Ponto de Lixo recorrente.",Finalizada,Silva Paulet,1521,Aldeota,Fortaleza,,60120021.0,,04/03/2022 00:00,Anna Karolyne Xavier Siqueira de Oliveira (SER II),Ecofor,Coleta de Entulho (de forma manual),Excedido o Prazo,SER 2
2022-03-03 11:51:00,"(45440) A equipe de Infraestrutura e Conservação e esteve no local indicado e identificou o acúmulo de entulho, solicitamos a remoção.",Finalizada,Carvalho Lima,27,Aldeota,Fortaleza,,60125040.0,,07/03/2022 00:00,Anna Karolyne Xavier Siqueira de Oliveira (SER II),Ecofor,Coleta de Entulho (de forma manual),Excedido o Prazo,SER 2
2022-03-03 11:56:00,"(45441) A equipe de Infraestrutura e Conservação e esteve no local indicado e identificou o acúmulo de entulho, solicitamos a remoção.",Finalizada,Costa Barros,2183,Aldeota,Fortaleza,,60160281.0,,07/03/2022 00:00,Anna Karolyne Xavier Siqueira de Oliveira (SER II),Ecofor,Coleta de Entulho (de forma manual),Excedido o Prazo,SER 2
2022-03-03 12:51:00,(45442) REMOÇÃO DE ENTULHO NA Rua leandro n.449 BAIRRO: BOM JARDIM CEP:60544582,Finalizada,Leandro,449,Siqueira,Fortaleza,,60544582.0,,04/03/2022 00:00,Carlos Alberto de Sousa Almeida (SER V),Ecofor,Coleta de Entulho (de forma manual),Excedido o Prazo,SER 5
2022-03-03 13:00:00,(45461) REMOÇÃO DE RESTO DE MATERIAL DE CONSTRUÇÃO NA Rua Cambará 152 Parangaba Cep 60710-410,Finalizada,Cambará,152,Parangaba,Fortaleza,,60710410.0,,08/03/2022 00:00,Rochele Felix de Freitas (SER X),Ecofor,Coleta de Entulho (de forma manual),Excedido o Prazo,SER 4
2022-03-03 13:06:00,"(45443) PROTOCOLO: 2022030200507 USUARIO SOLICITA REMOCAO DE PODA, RELATA QUE POSSUI RESTOS DE PODA ARVORES, NO LOCAL, CAUSANDO TRANSTORNOS AOS MORADORES. SOLICITA PROVIDENCIAS.",Finalizada,Doutor Gilberto Studart,1959,Cocó,Fortaleza,,60192115.0,,07/03/2022 00:00,Raul Tasso Viana Rocha (SER II),Ecofor,Coleta Mecanizada (Grandes volumes),Excedido o Prazo,SER 7
2022-03-03 13:09:00,"(45445) PROTOCOLO: 2022030201238 USUARIO RELATA QUE FOI FEITO A PODA DE DUAS ARVORES NA PRACA CIDADE 2000. AO LADO DO CONTEINER DA POLICIA MILITAR. RELATA QUE OS BOMBEIROS EFETUARAM A PODA DE DUAS GRANDES ARVORES A PEDIDO DA POLICIA MILITAR, POREM NAO FIZERAM A COLHEITA, TEM MUITO GALHOS E FOLHAGENS NO LOCAL, DESSA FORMA CAUSANDO TRANSTORNOS PARA A POPULACAO E PARA OS COMERCIANTES. PEDE URGENCIA.",Finalizada,Central Leste,0,Cidade 2000,Fortaleza,,60190611.0,,07/03/2022 00:00,Raul Tasso Viana Rocha (SER II),Ecofor,Coleta Mecanizada (Grandes volumes),Excedido o Prazo,SER 7
2022-03-03 13:13:00,"(45447) PROTOCOLO: 2022030300043 USUARIO SOLICITA REMOCAO DE ENTULHOS EM VIA PUBLICA. INFORMA QUE NO LOCAL ESTAO REALIZANDO O DESCARTE INCORRETO DE PODAS DE ARVORES E RESTOS DE ENTULHOS, CAUSANDO A PROLIFERACAO DE INSETOS E ROEDORES E TRAZENDO TRANSTORNOS A POPULACAO. PEDE QUE O LOCAL SEJA FISCALIZADO COM FREQUENCIA. PEDE URGENCIA.",Finalizada,Edgard Rodrigues Nogueira,205,Sapiranga,Fortaleza,,60833386.0,,12/03/2022 00:00,Raul Tasso Viana Rocha (SER II),Ecofor,Coleta Mecanizada (Grandes volumes),Excedido o Prazo,SER 7
2022-03-03 13:13:00,(45458) PARA ANÁLISE E PROVIDÊNCIAS. RETIRADA DE LIXO DOMESTICO. esquina com a rua morena de angola.,Finalizada,Cora Coralina,657,Jangurussu,Fortaleza,,60877250.0,,03/05/2022 00:00,Mauro Raniere David Albuquerque Oliveira (SER IX),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 9
2022-03-03 13:13:00,(45454) RETIRADA DE LIXO DOMESTICO. próximo ao nº 561.,Finalizada,Rio Jordão,561,Jangurussu,Fortaleza,,60870730.0,,05/05/2022 00:00,Mauro Raniere David Albuquerque Oliveira (SER IX),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 9
2022-03-03 13:13:00,(45456) PARA ANÁLISE E PROVIDÊNCIAS. esquina com a rua D.,Finalizada,F,0,Jangurussu,Fortaleza,,60870652.0,,29/07/2022 00:00,Mauro Raniere David Albuquerque Oliveira (SER IX),Ecofor,Coleta de Ponto de Lixo Não Cadastrado,Excedido o Prazo,SER 9
2022-03-03 13:14:00,"(45444) REMOÇÃO D ENTULHO NA R. Araçá, 572 - Bonsucesso, Fortaleza - CE, 60545-380",Finalizada,Araçá,572,Bonsucesso,Fortaleza,,60545380.0,,07/03/2022 00:00,Carlos Alberto de Sousa Almeida (SER V),Ecofor,Coleta de Poda,Excedido o Prazo,SER 5
2022-03-03 13:17:00,"(45449) R. Mirtes Rocha, 40 - Parangaba Fortaleza - CE",Finalizada,Mirtes Rocha,40,Parangaba,Fortaleza,,60721140.0,,05/03/2022 00:00,Carlos Alberto de Sousa Almeida (SER V),Ecofor,Coleta de Entulho (de forma manual),Excedido o Prazo,SER 4
2022-03-03 13:18:00,(45446) REMOÇÃO DE ENTULHO NA Travessa Antônio adorno 69 João XXIII CEP. 60525634,Finalizada,Antônio Adorno,69,João XXIII,Fortaleza,,60525634.0,,10/03/2022 00:00,Carlos Alberto de Sousa Almeida (SER V),Ecofor,Coleta de Entulho (de forma manual),Excedido o Prazo,SER 11
